// ID-X-Y-Z-W

//Kamfreena
spawn - 2461	2846	3539	2	4	Kamfreena
spawn - 2098	2908	9732	0	1	HillGiant Tav
spawn - 2098	2903	9736	0	1	HillGiant Tav
spawn - 2098	2913	9730	0	1	HillGiant Tav
spawn - 264	3311	9809	0	1	GreenDragon Wildly
spawn - 264	3319	9806	0	1	GreenDragon Wildly
spawn - 259	3312	9844	0	1	GreenDragon Wildly
spawn - 259	3320	9833	0	1	GreenDragon Wildly
spawn - 264	3281	9800	0	1	GreenDragon Wildly
spawn - 264	3277	9810	0	1	GreenDragon Wildly
spawn - 264	3337	3673	0	1	GreenDragon Wildly
spawn - 264	3341	3678	0	1	GreenDragon Wildly
spawn - 264	3342	3694	0	1	GreenDragon Wildly
spawn - 264	3332	3674	0	1	GreenDragon Wildly
spawn - 264	3333	3686	0	1	GreenDragon Wildly
spawn - 264	3330	3682	0	1	GreenDragon Wildly
spawn - 70	3013	3593	0	1	Skeleton Wildly
spawn - 70	3020	3594	0	1	Skeleton Wildly
spawn - 70	3018	3588	0	1	Skeleton Wildly
spawn - 264	2973	3620	0	1	GreenDragon Wildly
spawn - 264	2983	3620	0	1	GreenDragon Wildly
spawn - 264	2979	3610	0	1	GreenDragon Wildly
spawn - 70	3155	3670	0	1	Zombie Wildly
spawn - 70	3161	3671	0	1	Zombie Wildly
spawn - 70	3171	3670	0	1	Zombie Wildly
spawn - 70	3174	3677	0	1	Zombie Wildly
spawn - 70	3164	3678	0	1	Zombie Wildly
spawn - 70	3152	3698	0	1	GreenDragon Wildly
spawn - 70	3103	3561	0	1	Skeleton Wildly
spawn - 70	3106	3557	0	1	Skeleton Wildly
spawn - 70	3099	3552	0	1	Skeleton Wildly
spawn - 70	3099	3542	0	1	Skeleton Wildly
spawn - 70	3106	3539	0	1	Skeleton Wildly
spawn - 70	3113	3537	0	1	Skeleton Wildly
spawn - 70	3108	3530	0	1	Skeleton Wildly
spawn - 70	3105	3549	0	1	Skeleton Wildly
spawn - 2006	3288	3886	0	1	Lessers Wildly
spawn - 2006	3291	3880	0	1	Lessers Wildly
spawn - 2006	3013	3852	0	1	Lessers Wildly
spawn - 2006	3012	3845	0	1	Lessers Wildly
spawn - 2841	2954	3888	0	1	IceWarrior Wildly
spawn - 2841	2949	3894	0	1	IceWarrior Wildly
spawn - 2841	2955	3897	0	1	IceWarrior Wildly
spawn - 2841	2960	3892	0	1	IceWarrior Wildly
spawn - 2841	2958	3888	0	1	IceWarrior Wildly
spawn - 2841	2954	3889	0	1	IceWarrior Wildly
spawn - 2834	3080	3951	0	1	GiantBat Wildly
spawn - 2834	3080	3955	0	1	GiantBat Wildly
spawn - 2834	3079	3950	0	1	GiantBat Wildly
spawn - 6619	2981	3844	0	1	Chaos Fanatic

//Stronhold slayer cave spawns
spawn - 493	2466	9809	0	1	Cave Kraken
spawn - 493	2476	9808	0	1	Cave Kraken
spawn - 493	2489	9809	0	1	Cave Kraken
spawn - 493	2495	9805	0	1	Cave Kraken
spawn - 493	2503	9807	0	1	Cave Kraken
spawn - 493	2507	9805	0	1	Cave Kraken
spawn - 493	2466	9820	0	1	Cave Kraken
spawn - 493	2479	9820	0	1	Cave Kraken
spawn - 493	2495	9821	0	1	Cave Kraken
spawn - 493	2503	9821	0	1	Cave Kraken
spawn - 484	2436	9794	0	1	Bloodveld
spawn - 484	2434	9791	0	1	Bloodveld
spawn - 484	2430	9789	0	1	Bloodveld
spawn - 484	2419	9786	0	1	Bloodveld
spawn - 484	2415	9786	0	1	Bloodveld
spawn - 484	2423	9778	0	1	Bloodveld
spawn - 484	2425	9775	0	1	Bloodveld
spawn - 135	2418	9773	0	1	Hellhound
spawn - 135	2412	9773	0	1	Hellhound
spawn - 135	2414	9779	0	1	Hellhound
spawn - 135	2415	9775	0	1	Hellhound
spawn - 135	2409	9780	0	1	Hellhound
spawn - 135	2402	9784	0	1	Hellhound
spawn - 135	2405	9782	0	1	Hellhound
spawn - 135	2407	9785	0	1	Hellhound
spawn - 6	2393	9780	0	1	Aberrant Spectre
spawn - 6	2395	9776	0	1	Aberrant Spectre
spawn - 6	2399	9776	0	1	Aberrant Spectre
spawn - 6	2404	9774	0	1	Aberrant Spectre
spawn - 6	2389	9768	0	1	Aberrant Spectre
spawn - 6	2386	9771	0	1	Aberrant Spectre
spawn - 6	2382	9773	0	1	Aberrant Spectre
spawn - 6	2385	9776	0	1	Aberrant Spectre
spawn - 6	2373	9775	0	1	Aberrant Spectre
spawn - 6	2372	9771	0	1	Aberrant Spectre
spawn - 6	2375	9770	0	1	Aberrant Spectre
spawn - 2514	2376	9758	0	1	Ankou
spawn - 2514	2377	9753	0	1	Ankou
spawn - 2514	2377	9750	0	1	Ankou
spawn - 2514	2374	9742	0	1	Ankou
spawn - 2514	2372	9743	0	1	Ankou
spawn - 2514	2373	9745	0	1	Ankou
spawn - 274	2312	9775	0	1	Steel Dragon
spawn - 274	2318	9777	0	1	Steel Dragon
spawn - 274	2324	9769	0	1	Steel Dragon
spawn - 274	2323	9765	0	1	Steel Dragon
spawn - 274	2318	9761	0	1	Steel Dragon
spawn - 273	2315	9753	0	1	Iron Dragon
spawn - 273	2317	9748	0	1	Iron Dragon
spawn - 273	2310	9743	0	1	Iron Dragon
spawn - 273	2309	9735	0	1	Iron Dragon
spawn - 273	2318	9735	0	1	Iron Dragon
spawn - 273	2326	9736	0	1	Iron Dragon
spawn - 270	2339	9734	0	1	Bronze Dragon
spawn - 270	2347	9733	0	1	Bronze Dragon
spawn - 270	2349	9742	0	1	Bronze Dragon
spawn - 252	2331	9747	0	1	Black Dragon
spawn - 252	2336	9750	0	1	Black Dragon
spawn - 252	2335	9754	0	1	Black Dragon
spawn - 252	2338	9760	0	1	Black Dragon
spawn - 2075	2352	9754	0	1	 Fire Giant
spawn - 2075	2350	9758	0	1	 Fire Giant
spawn - 2075	2354	9762	0	1	 Fire Giant
spawn - 2075	2354	9768	0	1	 Fire Giant
spawn - 2075	2351	9771	0	1	 Fire Giant
spawn - 2075	2354	9774	0	1	 Fire Giant
spawn - 2075	2349	9776	0	1	 Fire Giant
spawn - 2075	2344	9775	0	1	 Fire Giant
spawn - 2075	2342	9777	0	1	 Fire Giant
spawn - 2075	2336	9774	0	1	 Fire Giant
spawn - 2075	2331	9776	0	1	 Fire Giant
spawn - 2026	2358	9735	0	1	 Greater Demon
spawn - 2026	2359	9741	0	1	 Greater Demon
spawn - 2026	2364	9744	0	1	 Greater Demon
spawn - 2026	2364	9750	0	1	 Greater Demon
spawn - 2026	2365	9754	0	1	 Greater Demon
spawn - 2026	2361	9755	0	1	 Greater Demon
spawn - 2026	2365	9763	0	1	 Greater Demon
spawn - 2026	2363	9770	0	1	 Greater Demon
spawn - 2026	2362	9777	0	1	 Greater Demon
spawn - 2916	2388	9760	0	1	Waterfiend
spawn - 2916	2385	9758	0	1	Waterfiend
spawn - 2916	2384	9761	0	1	Waterfiend
spawn - 2916	2390	9751	0	1	Waterfiend
spawn - 2916	2390	9748	0	1	Waterfiend
spawn - 2916	2387	9745	0	1	Waterfiend
spawn - 2916	2385	9747	0	1	Waterfiend
spawn - 415	2393	9741	0	0	Abyssal demon
spawn - 415	2394	9739	0	0	Abyssal demon
spawn - 415	2403	9740	0	1	Abyssal demon
spawn - 415	2400	9742	0	1	Abyssal demon
spawn - 415	2405	9748	0	1	Abyssal demon
spawn - 415	2403	9750	0	1	Abyssal demon
spawn - 415	2406	9751	0	1	Abyssal demon
spawn - 415	2407	9753	0	1	Abyssal demon
spawn - 415	2419	9747	0	1	Abyssal demon
spawn - 415	2416	9748	0	1	Abyssal demon
spawn - 415	2416	9744	0	1	Abyssal demon
spawn - 412	2419	9738	0	1	Gargoyle
spawn - 412	2421	9736	0	1	Gargoyle
spawn - 412	2424	9736	0	1	Gargoyle
spawn - 412	2427	9735	0	1	Gargoyle
spawn - 412	2427	9739	0	1	Gargoyle
spawn - 412	2428	9744	0	1	Gargoyle
spawn - 11	2427	9752	0	1	Nechryael
spawn - 11	2425	9753	0	1	Nechryael
spawn - 11	2424	9756	0	1	Nechryael
spawn - 11	2422	9754	0	1	Nechryael
spawn - 11	2419	9756	0	1	Nechryael
spawn - 11	2409	9764	0	1	Nechryael
spawn - 11	2406	9766	0	1	Nechryael
spawn - 11	2407	9763	0	1	Nechryael
spawn - 498	3725	5811	0	1	Smoke Devil
spawn - 498	3726	5804	0	1	Smoke Devil
spawn - 498	3733	5804	0	1	Smoke Devil
spawn - 498	3742	5806	0	1	Smoke Devil
spawn - 498	3727	5799	0	1	Smoke Devil
spawn - 498	3728	5790	0	1	Smoke Devil
spawn - 498	3729	5778	0	1	Smoke Devil
spawn - 498	3739	5795	0	1	Smoke Devil
spawn - 498	3742	5787	0	1	Smoke Devil
spawn - 498	3737	5783	0	1	Smoke Devil
spawn - 498	3740	5776	0	1	Smoke Devil
spawn - 498	3749	5782	0	1	Smoke Devil
spawn - 498	3750	5797	0	1	Smoke Devil
spawn - 499	3663	5776	0	1	Thermonuclear smoke devil
spawn - 957	3751	5869	0	1	Kalphite Soldier
spawn - 957	3750	5873	0	1	Kalphite Soldier
spawn - 957	3754	5875	0	1	Kalphite Soldier
spawn - 957	3760	5876	0	1	Kalphite Soldier
spawn - 957	3759	5881	0	1	Kalphite Soldier
spawn - 957	3753	5882	0	1	Kalphite Soldier
spawn - 957	3748	5880	0	1	Kalphite Soldier
spawn - 957	3754	5833	0	1	Kalphite Soldier
spawn - 957	3760	5835	0	1	Kalphite Soldier
spawn - 957	3763	5830	0	1	Kalphite Soldier
spawn - 957	3767	5830	0	1	Kalphite Soldier
spawn - 957	3766	5838	0	1	Kalphite Soldier
spawn - 957	3759	5837	0	1	Kalphite Soldier
spawn - 955	3760	5854	0	1	Kalphite Workers
spawn - 955	3763	5846	0	1	Kalphite Workers
spawn - 955	3765	5861	0	1	Kalphite Workers
spawn - 955	3768	5861	0	1	Kalphite Workers
spawn - 955	3768	5850	0	1	Kalphite Workers
spawn - 959	3722	5846	0	1	Kalphite Guardian
spawn - 959	3727	5836	0	1	Kalphite Guardian
spawn - 959	3719	5833	0	1	Kalphite Guardian


//Asgarnian cave
spawn - 2871	2995	9545	0	1	Mugger
spawn - 2871	2997	9545	0	1	Mugger
spawn - 2871	2997	9547	0	1	Mugger
spawn - 2871	2995	9546	0	1	Mugger
spawn - 2871	2995	9548	0	1	Mugger
spawn - 2871	2997	9548	0	1	Mugger
spawn - 2882	2992	9583	0	1	Pirate
spawn - 2882	2989	9581	0	1	Pirate
spawn - 2882	2990	9577	0	1	Pirate
spawn - 2882	2994	9576	0	1	Pirate
spawn - 2882	2995	9578	0	1	Pirate
spawn - 2882	2997	9581	0	1	Pirate
spawn - 3049	3021	9577	0	1	Hobgoblin
spawn - 3049	3021	9582	0	1	Hobgoblin
spawn - 3049	3025	9577	0	1	Hobgoblin
spawn - 3049	3023	9590	0	1	Hobgoblin
spawn - 465	3066	9544	0	1	Skeletal Wyvern
spawn - 465	3062	9553	0	1	Skeletal Wyvern
spawn - 465	3049	9553	0	1	Skeletal Wyvern
spawn - 465	3052	9544	0	1	Skeletal Wyvern
spawn - 465	3043	9544	0	1	Skeletal Wyvern
spawn - 465	3035	9541	0	1	Skeletal Wyvern
spawn - 465	3030	9550	0	1	Skeletal Wyvern
spawn - 465	3034	9554	0	1	Skeletal Wyvern


//Dark Beasts
spawn - 4005	1995	4648	0	1	Dark Beast
spawn - 4005	1993	4652	0	1	Dark Beast
spawn - 4005	1991	4655	0	1	Dark Beast
spawn - 4005	1994	4659	0	1	Dark Beast
spawn - 4005	1990	4662	0	1	Dark Beast
spawn - 4005	1991	4647	0	1	Dark Beast
spawn - 4005	2000	4647	0	1	Dark Beast
spawn - 4005	2000	4642	0	1	Dark Beast

//Hunter
spawn -	1501	2525	2917	0	1	Aleck
spawn -	2911	2556	2932	0	1	Red chinchompa
spawn -	2911	2557	2930	0	1	Red chinchompa
spawn -	2911	2554	2935	0	1	Red chinchompa
spawn -	2911	2557	2934	0	1	Red chinchompa
spawn -	2911	2560	2932	0	1	Red chinchompa
spawn -	2911	2560	2927	0	1	Red chinchompa
spawn -	2911	2558	2925	0	1	Red chinchompa
spawn -	2911	2554	2927	0	1	Red chinchompa
spawn -	2911	2551	2931	0	1	Red chinchompa
spawn -	5549	2611	2933	0	1	Crimsom swift
spawn -	5549	2614	2930	0	1	Crimsom swift
spawn -	5549	2608	2929	0	1	Crimsom swift
spawn -	5549	2608	2925	0	1	Crimsom swift
spawn -	5549	2612	2926	0	1	Crimsom swift
spawn -	5549	2612	2923	0	1	Crimsom swift
spawn -	5549	2609	2923	0	1	Crimsom swift
spawn -	5549	2604	2924	0	1	Crimsom swift
spawn -	5549	2604	2932	0	1	Crimsom swift
spawn -	5549	2608	2919	0	1	Crimsom swift
spawn -	5550	2617	2907	0	1	Cerulean twitch
spawn -	5550	2616	2911	0	1	Cerulean twitch
spawn -	5550	2615	2909	0	1	Cerulean twitch
spawn -	5550	2610	2910	0	1	Cerulean twitch
spawn -	5550	2610	2905	0	1	Cerulean twitch
spawn -	5550	2614	2902	0	1	Cerulean twitch
spawn -	5550	2610	2900	0	1	Cerulean twitch
spawn -	5550	2604	2903	0	1	Cerulean twitch
spawn -	5550	2607	2906	0	1	Cerulean twitch
spawn -	5550	2606	2900	0	1	Cerulean twitch
spawn -	5548	2499	2893	0	1	Tropical wagtail
spawn -	5548	2499	2888	0	1	Tropical wagtail
spawn -	5548	2502	2892	0	1	Tropical wagtail
spawn -	5548	2503	2889	0	1	Tropical wagtail
spawn -	5548	2502	2896	0	1	Tropical wagtail
spawn -	5548	2507	2892	0	1	Tropical wagtail
spawn -	5548	2509	2889	0	1	Tropical wagtail
spawn -	5548	2502	2901	0	1	Tropical wagtail
spawn -	5548	2508	2899	0	1	Tropical wagtail
spawn -	5552	2554	2911	0	1	Copper longtail
spawn -	5552	2556	2908	0	1	Copper longtail
spawn -	5552	2558	2911	0	1	Copper longtail
spawn -	5552	2559	2915	0	1	Copper longtail
spawn -	5552	2554	2917	0	1	Copper longtail
spawn -	5552	2551	2913	0	1	Copper longtail
spawn -	5552	2560	2919	0	1	Copper longtail
spawn -	5552	2556	2921	0	1	Copper longtail
spawn -	5551	2602	2885	0	1	Golden warbler
spawn -	5551	2603	2882	0	1	Golden warbler
spawn -	5551	2606	2884	0	1	Golden warbler
spawn -	5551	2604	2887	0	1	Golden warbler
spawn -	5551	2598	2890	0	1	Golden warbler
spawn -	5551	2597	2884	0	1	Golden warbler
spawn -	5551	2602	2891	0	1	Golden warbler
spawn -	5551	2612	2885	0	1	Golden warbler
spawn -	5551	2609	2881	0	1	Golden warbler
spawn -	5551	2608	2889	0	1	Golden warbler
spawn -	2911	2503	2881	0	1	Red chinchompa
spawn -	2911	2507	2885	0	1	Red chinchompa
spawn -	2911	2502	2884	0	1	Red chinchompa
spawn -	2911	2504	2886	0	1	Red chinchompa
spawn -	2911	2506	2888	0	1	Red chinchompa
spawn -	2911	2509	2883	0	1	Red chinchompa
spawn -	2911	2503	2881	0	1	Red chinchompa
spawn -	2910	2585	2929	0	1	Gray chinchompa
spawn -	2910	2583	2932	0	1	Gray chinchompa
spawn -	2910	2581	2929	0	1	Gray chinchompa
spawn -	2910	2584	2926	0	1	Gray chinchompa
spawn -	2910	2588	2928	0	1	Gray chinchompa
spawn -	2910	2587	2931	0	1	Gray chinchompa
spawn -	2910	2580	2931	0	1	Gray chinchompa
spawn -	2910	2580	2926	0	1	Gray chinchompa
spawn -	2910	2588	2924	0	1	Gray chinchompa
spawn -	2912	3143	3771	0	1	Black Chinchompa
spawn -	2912	3147	3774	0	1	Black Chinchompa
spawn -	2912	3138	3780	0	1	Black Chinchompa
spawn -	2912	3140	3786	0	1	Black Chinchompa
spawn -	2912	3147	3784	0	1	Black Chinchompa
spawn -	2912	3151	3780	0	1	Black Chinchompa
spawn -	2912	3150	3784	0	1	Black Chinchompa
spawn -	2912	3153	3781	0	1	Black Chinchompa
spawn -	2912	3153	3777	0	1	Black Chinchompa
spawn -	2912	3147	3771	0	1	Black Chinchompa
spawn -	2912	3144	3774	0	1	Black Chinchompa
spawn -	2912	3139	3773	0	1	Black Chinchompa
spawn -	2912	3145	3768	0	1	Black Chinchompa
spawn -	2912	3148	3766	0	1	Black Chinchompa
spawn -	2912	3147	3763	0	1	Black Chinchompa
spawn -	2912	3150	3762	0	1	Black Chinchompa
spawn -	2912	3155	3764	0	1	Black Chinchompa
spawn -	2912	3155	3761	0	1	Black Chinchompa
spawn -	2912	3155	3768	0	1	Black Chinchompa
spawn -	2912	3152	3769	0	1	Black Chinchompa
spawn -	2912	3155	3771	0	1	Black Chinchompa
spawn -	2912	3158	3773	0	1	Black Chinchompa
spawn -	2912	3155	3774	0	1	Black Chinchompa
spawn -	2912	3135	3787	0	1	Black Chinchompa
spawn -	2912	3134	3783	0	1	Black Chinchompa
spawn -	2912	3136	3783	0	1	Black Chinchompa

[ENDOFSPAWNLIST]
